WCI_Rank,district_id,Demand_Signal,Mean_Distribution_Gap,Valid_Audit_Cycles,Mean_Panel_Coverage_Pct_x,Coverage_Status_x,Total_Population,Estimated_Total_Retail_Universe,District_Code_x,Mean_Panel_Coverage_Pct_y,Coverage_Status_y,District_Code_y,Mean_Panel_Coverage_Pct,Coverage_Status,Market_Opportunity,Competitive_Intensity,WCI,WCI_Priority,Recommended_Target
203,DST_0291,0.5078431372549019,0.39667122266935717,24,35.62166666666667,UNKNOWN,1726000,2105,DST_0291,35.62166666666667,UNKNOWN,DST_0291,35.62166666666667,UNKNOWN,OTHER,0.24878461314205733,0.5176074170705693,MEDIUM,NOT_RECOMMENDED
204,DST_0282,0.4759803921568627,0.441685756633079,24,41.53916666666667,UNKNOWN,2288000,2535,DST_0282,41.53916666666667,UNKNOWN,DST_0282,41.53916666666667,UNKNOWN,OTHER,0.26151392154626085,0.5164784069829137,MEDIUM,NOT_RECOMMENDED
205,DST_0263,0.46225490196078434,0.45124201581071915,24,46.14458333333334,UNKNOWN,1828730,1667,DST_0263,46.14458333333334,UNKNOWN,DST_0263,46.14458333333334,UNKNOWN,OTHER,0.2508208327728352,0.5157852448615377,MEDIUM,NOT_RECOMMENDED
206,DST_0150,0.4549019607843137,0.4610261245911595,23,44.504999999999995,UNKNOWN,3620268,3301,DST_0150,44.504999999999995,UNKNOWN,DST_0150,44.504999999999995,UNKNOWN,OTHER,0.26481798867281603,0.5131014282252838,MEDIUM,NOT_RECOMMENDED
207,DST_0250,0.46372549019607845,0.44110492241730875,24,43.50958333333333,UNKNOWN,1969168,2319,DST_0250,43.50958333333333,UNKNOWN,DST_0250,43.50958333333333,UNKNOWN,OTHER,0.25626534739838214,0.511810123954617,MEDIUM,NOT_RECOMMENDED
208,DST_0126,0.42843137254901964,0.48051506965426904,24,44.18083333333333,UNKNOWN,2470996,2461,DST_0126,44.18083333333333,UNKNOWN,DST_0126,44.18083333333333,UNKNOWN,OTHER,0.24708299721782967,0.511557792582487,MEDIUM,NOT_RECOMMENDED
209,DST_0057,0.3397058823529412,0.5885712640010478,24,16.08375,UNKNOWN,1389920,1442,DST_0057,16.08375,UNKNOWN,DST_0057,16.08375,UNKNOWN,OTHER,0.2481412310956644,0.5092393432400574,MEDIUM,NOT_RECOMMENDED
210,DST_0056,0.4764705882352942,0.40231148066702893,23,53.67166666666666,UNKNOWN,1536401,1895,DST_0056,53.67166666666666,UNKNOWN,DST_0056,53.67166666666666,UNKNOWN,OTHER,0.2413656191169645,0.5069476591159496,MEDIUM,NOT_RECOMMENDED
211,DST_0087,0.4627450980392157,0.42405798976127335,24,65.16666666666667,RELIABLE,1353445,1651,DST_0087,65.16666666666667,RELIABLE,DST_0087,65.16666666666667,RELIABLE,OTHER,0.2493047399803799,0.5067946425380168,MEDIUM,NOT_RECOMMENDED
212,DST_0338,0.2980392156862745,0.6285180253043843,24,25.370416666666667,UNKNOWN,1197412,1142,DST_0338,25.370416666666667,UNKNOWN,DST_0338,25.370416666666667,UNKNOWN,OTHER,0.23694562913687905,0.5067098300879822,MEDIUM,NOT_RECOMMENDED
213,DST_0083,0.43039215686274507,0.4626064349560885,23,52.369166666666665,UNKNOWN,1726601,2348,DST_0083,52.369166666666665,UNKNOWN,DST_0083,52.369166666666665,UNKNOWN,OTHER,0.246608486787914,0.5062670254652835,MEDIUM,NOT_RECOMMENDED
214,DST_0284,0.4573529411764705,0.4303877472268147,23,43.10166666666667,UNKNOWN,1930000,2165,DST_0284,43.10166666666667,UNKNOWN,DST_0284,43.10166666666667,UNKNOWN,OTHER,0.25414029506939584,0.5056164760449178,MEDIUM,NOT_RECOMMENDED
215,DST_0185,0.5053921568627451,0.422411326224478,24,46.845416666666665,UNKNOWN,10009781,15995,DST_0185,46.845416666666665,UNKNOWN,DST_0185,46.845416666666665,UNKNOWN,OTHER,0.34896762348914784,0.505476910068973,MEDIUM,NOT_RECOMMENDED
216,DST_0234,0.30294117647058827,0.6198584822082096,24,23.12875,UNKNOWN,257744,220,DST_0234,23.12875,UNKNOWN,DST_0234,23.12875,UNKNOWN,OTHER,0.24054495703692025,0.5051650067772541,MEDIUM,NOT_RECOMMENDED
217,DST_0128,0.44705882352941173,0.44581752746674846,24,62.91791666666666,RELIABLE,2498156,3187,DST_0128,62.91791666666666,RELIABLE,DST_0128,62.91791666666666,RELIABLE,OTHER,0.26106888267401235,0.5049988286667948,MEDIUM,NOT_RECOMMENDED
218,DST_0306,0.4495098039215686,0.4364359160151167,24,38.944583333333334,UNKNOWN,2365106,2454,DST_0306,38.944583333333334,UNKNOWN,DST_0306,38.944583333333334,UNKNOWN,OTHER,0.25099815139010084,0.5048323520919765,MEDIUM,NOT_RECOMMENDED
219,DST_0143,0.4607843137254902,0.4173098685059728,24,42.78,UNKNOWN,2464464,2178,DST_0143,42.78,UNKNOWN,DST_0143,42.78,UNKNOWN,OTHER,0.24463311290265527,0.50448477257303,MEDIUM,NOT_RECOMMENDED
220,DST_0333,0.43676470588235294,0.4534435727090025,24,58.93375,UNKNOWN,2809934,3192,DST_0333,58.93375,UNKNOWN,DST_0333,58.93375,UNKNOWN,OTHER,0.25535373470186223,0.5041786211548372,MEDIUM,NOT_RECOMMENDED
221,DST_0120,0.4495098039215686,0.442245156789316,24,39.69916666666666,UNKNOWN,3673889,4636,DST_0120,39.69916666666666,UNKNOWN,DST_0120,39.69916666666666,UNKNOWN,OTHER,0.26553572955636195,0.5039580707296941,MEDIUM,NOT_RECOMMENDED
222,DST_0270,0.3034313725490196,0.620555407595242,24,13.633333333333333,UNKNOWN,867848,791,DST_0270,13.633333333333333,UNKNOWN,DST_0270,13.633333333333333,UNKNOWN,OTHER,0.24920044176753514,0.5038984219518865,MEDIUM,NOT_RECOMMENDED
223,DST_0172,0.31862745098039214,0.5983026854360537,24,21.628333333333334,UNKNOWN,994624,934,DST_0172,21.628333333333334,UNKNOWN,DST_0172,21.628333333333334,UNKNOWN,OTHER,0.2464269693895546,0.5035028989658843,MEDIUM,NOT_RECOMMENDED
224,DST_0019,0.2926470588235294,0.6180032746035794,24,25.39833333333333,UNKNOWN,849651,834,DST_0019,25.39833333333333,UNKNOWN,DST_0019,25.39833333333333,UNKNOWN,OTHER,0.22490832031074764,0.5030106585196915,MEDIUM,NOT_RECOMMENDED
225,DST_0289,0.4088235294117647,0.4800496306256496,24,47.32,UNKNOWN,1586000,1735,DST_0289,47.32,UNKNOWN,DST_0289,47.32,UNKNOWN,OTHER,0.24656876735836394,0.5026742054825987,MEDIUM,NOT_RECOMMENDED
226,DST_0149,0.48872549019607847,0.38873468236784486,24,41.12291666666667,UNKNOWN,3682713,4235,DST_0149,41.12291666666667,UNKNOWN,DST_0149,41.12291666666667,UNKNOWN,OTHER,0.2681356232581163,0.5023564847653578,MEDIUM,NOT_RECOMMENDED
227,DST_0125,0.4632352941176471,0.4185186288625585,23,35.1925,UNKNOWN,2547184,3107,DST_0125,35.1925,UNKNOWN,DST_0125,35.1925,UNKNOWN,OTHER,0.2629418177180075,0.5023490389112352,MEDIUM,NOT_RECOMMENDED
228,DST_0223,0.40441176470588236,0.4788339690993339,24,51.185833333333335,UNKNOWN,709418,776,DST_0223,51.185833333333335,UNKNOWN,DST_0223,51.185833333333335,UNKNOWN,OTHER,0.2362408202467611,0.5023290192530617,MEDIUM,NOT_RECOMMENDED
229,DST_0148,0.4254901960784314,0.46238945062819536,24,56.37583333333333,UNKNOWN,4021243,3836,DST_0148,56.37583333333333,UNKNOWN,DST_0148,56.37583333333333,UNKNOWN,OTHER,0.26912346514664554,0.49948220292583345,LOW,NOT_RECOMMENDED
230,DST_0112,0.4519607843137255,0.441670303499129,23,43.02333333333333,UNKNOWN,4581268,7898,DST_0112,43.02333333333333,UNKNOWN,DST_0112,43.02333333333333,UNKNOWN,OTHER,0.2948273119209751,0.4990014967816766,LOW,NOT_RECOMMENDED
231,DST_0318,0.4323529411764706,0.4414082483656671,24,53.865,UNKNOWN,1874309,1919,DST_0318,53.865,UNKNOWN,DST_0318,53.865,UNKNOWN,OTHER,0.25256949400794293,0.4985378116558067,LOW,NOT_RECOMMENDED
232,DST_0307,0.28921568627450983,0.618675011386631,24,17.550833333333333,UNKNOWN,1178272,1256,DST_0307,17.550833333333333,UNKNOWN,DST_0307,17.550833333333333,UNKNOWN,OTHER,0.24082915944019723,0.49851748092081083,LOW,NOT_RECOMMENDED
233,DST_0293,0.4387254901960784,0.4292901562341737,24,54.645,UNKNOWN,1697000,1832,DST_0293,54.645,UNKNOWN,DST_0293,54.645,UNKNOWN,OTHER,0.2463026515967456,0.498417494950847,LOW,NOT_RECOMMENDED
234,DST_0127,0.4602941176470588,0.42035545078079717,24,35.33416666666667,UNKNOWN,4143512,4997,DST_0127,35.33416666666667,UNKNOWN,DST_0127,35.33416666666667,UNKNOWN,OTHER,0.2802030870428937,0.4982161433058767,LOW,NOT_RECOMMENDED
235,DST_0335,0.40147058823529413,0.4790303404549447,24,60.73833333333334,RELIABLE,1974551,2381,DST_0335,60.73833333333334,RELIABLE,DST_0335,60.73833333333334,RELIABLE,OTHER,0.2542691309028137,0.4974685576845502,LOW,NOT_RECOMMENDED
236,DST_0236,0.296078431372549,0.6087305115454261,24,15.589583333333332,UNKNOWN,774549,728,DST_0236,15.589583333333332,UNKNOWN,DST_0236,15.589583333333332,UNKNOWN,OTHER,0.2452391097010854,0.49724315121832907,LOW,NOT_RECOMMENDED
237,DST_0199,0.3137254901960784,0.5886310341716888,24,27.555000000000003,UNKNOWN,1491250,1568,DST_0199,27.555000000000003,UNKNOWN,DST_0199,27.555000000000003,UNKNOWN,OTHER,0.25018500603419525,0.4971603313414874,LOW,NOT_RECOMMENDED
238,DST_0278,0.4151960784313725,0.45630265292341293,24,50.87166666666667,UNKNOWN,2060000,2686,DST_0278,50.87166666666667,UNKNOWN,DST_0278,50.87166666666667,UNKNOWN,OTHER,0.2469654517910155,0.497151073459109,LOW,NOT_RECOMMENDED
239,DST_0046,0.4392156862745098,0.4296612818333645,24,41.54,UNKNOWN,2566326,3238,DST_0046,41.54,UNKNOWN,DST_0046,41.54,UNKNOWN,OTHER,0.25670934883821184,0.4966866376975646,LOW,NOT_RECOMMENDED
240,DST_0324,0.29901960784313725,0.6017954432085267,24,26.102500000000003,UNKNOWN,1379131,1334,DST_0324,26.102500000000003,UNKNOWN,DST_0324,26.102500000000003,UNKNOWN,OTHER,0.24455456625385122,0.49627631540162587,LOW,NOT_RECOMMENDED
241,DST_0206,0.30392156862745096,0.5969785654510403,24,16.932916666666667,UNKNOWN,1136548,1052,DST_0206,16.932916666666667,UNKNOWN,DST_0206,16.932916666666667,UNKNOWN,OTHER,0.24821684919440012,0.496063833951337,LOW,NOT_RECOMMENDED
242,DST_0021,0.43529411764705883,0.4367529265099605,24,59.010416666666664,UNKNOWN,2772348,3071,DST_0021,59.010416666666664,UNKNOWN,DST_0021,59.010416666666664,UNKNOWN,OTHER,0.2634185056979543,0.4960621760800718,LOW,NOT_RECOMMENDED
243,DST_0317,0.4004901960784314,0.45911443836759114,24,47.23833333333334,UNKNOWN,1340411,1466,DST_0317,47.23833333333334,UNKNOWN,DST_0317,47.23833333333334,UNKNOWN,OTHER,0.24562711594213318,0.49178521847552437,LOW,NOT_RECOMMENDED
244,DST_0119,0.3897058823529411,0.48610774199110396,24,53.5,UNKNOWN,4448359,5738,DST_0119,53.5,UNKNOWN,DST_0119,53.5,UNKNOWN,OTHER,0.2700386604725345,0.49149762466120306,LOW,NOT_RECOMMENDED
245,DST_0157,0.4245098039215687,0.43838590037693864,24,44.901250000000005,UNKNOWN,2743082,3461,DST_0157,44.901250000000005,UNKNOWN,DST_0157,44.901250000000005,UNKNOWN,OTHER,0.26865975215084303,0.4907325264664658,LOW,NOT_RECOMMENDED
246,DST_0184,0.7142156862745098,0.37456379191293704,24,83.06125,RELIABLE,4496694,9892,DST_0184,83.06125,RELIABLE,DST_0184,83.06125,RELIABLE,OTHER,0.80899885818029,0.49069461435699935,LOW,NOT_RECOMMENDED
247,DST_0162,0.38970588235294124,0.47345896833287915,24,53.8725,UNKNOWN,1551019,1979,DST_0162,53.8725,UNKNOWN,DST_0162,53.8725,UNKNOWN,OTHER,0.25263221976962347,0.4905518420214066,LOW,NOT_RECOMMENDED
248,DST_0194,0.4357843137254902,0.4351245370376141,23,62.486250000000005,RELIABLE,7103808,7672,DST_0194,62.486250000000005,RELIABLE,DST_0194,62.486250000000005,RELIABLE,OTHER,0.2925835483254413,0.48987981947454723,LOW,NOT_RECOMMENDED
249,DST_0195,0.4455882352941176,0.40929302362865094,24,48.248333333333335,UNKNOWN,3988845,3972,DST_0195,48.248333333333335,UNKNOWN,DST_0195,48.248333333333335,UNKNOWN,OTHER,0.2699900914495045,0.48976924586247983,LOW,NOT_RECOMMENDED
250,DST_0235,0.3186274509803922,0.5583965131906337,24,17.15625,UNKNOWN,739448,767,DST_0235,17.15625,UNKNOWN,DST_0235,17.15625,UNKNOWN,OTHER,0.24540284214568536,0.4897405641287612,LOW,NOT_RECOMMENDED
251,DST_0144,0.403921568627451,0.46248817617867527,24,61.48375000000001,RELIABLE,3100946,2914,DST_0144,61.48375000000001,RELIABLE,DST_0144,61.48375000000001,RELIABLE,OTHER,0.269495828675464,0.4897364018097965,LOW,NOT_RECOMMENDED
252,DST_0004,0.4534313725490196,0.4380375202462465,24,41.78333333333333,UNKNOWN,8070032,15155,DST_0004,41.78333333333333,UNKNOWN,DST_0004,41.78333333333333,UNKNOWN,OTHER,0.33921994069230166,0.4895132615947848,LOW,NOT_RECOMMENDED
253,DST_0024,0.4372549019607843,0.4098674345114026,24,40.07791666666667,UNKNOWN,2050862,2444,DST_0024,40.07791666666667,UNKNOWN,DST_0024,40.07791666666667,UNKNOWN,OTHER,0.254002229152589,0.4894178621308261,LOW,NOT_RECOMMENDED
254,DST_0141,0.4485294117647059,0.4023691412938876,24,48.599583333333335,UNKNOWN,4494204,4098,DST_0141,48.599583333333335,UNKNOWN,DST_0141,48.599583333333335,UNKNOWN,OTHER,0.2692974906626809,0.4888079366144421,LOW,NOT_RECOMMENDED
255,DST_0309,0.3931372549019608,0.4585086337028406,23,58.880833333333335,UNKNOWN,1310061,1414,DST_0309,58.880833333333335,UNKNOWN,DST_0309,58.880833333333335,UNKNOWN,OTHER,0.24679516976700885,0.48803075254847483,LOW,NOT_RECOMMENDED
256,DST_0240,0.39950980392156865,0.4673118844243598,24,53.63666666666666,UNKNOWN,3687002,4704,DST_0240,53.63666666666666,UNKNOWN,DST_0240,53.63666666666666,UNKNOWN,OTHER,0.27939476539800406,0.48745961823363104,LOW,NOT_RECOMMENDED
257,DST_0028,0.27990196078431373,0.6050888719577036,24,15.417499999999999,UNKNOWN,1322507,1372,DST_0028,15.417499999999999,UNKNOWN,DST_0028,15.417499999999999,UNKNOWN,OTHER,0.2533960647807768,0.4870577745819821,LOW,NOT_RECOMMENDED
258,DST_0044,0.45245098039215687,0.3870373655075516,24,43.73791666666667,UNKNOWN,2678980,2968,DST_0044,43.73791666666667,UNKNOWN,DST_0044,43.73791666666667,UNKNOWN,OTHER,0.26230474952148414,0.48660506919981683,LOW,NOT_RECOMMENDED
259,DST_0013,0.4073529411764706,0.4411206673906123,24,35.20583333333334,UNKNOWN,2822143,3245,DST_0013,35.20583333333334,UNKNOWN,DST_0013,35.20583333333334,UNKNOWN,OTHER,0.2594518790575991,0.48581068130460625,LOW,NOT_RECOMMENDED
260,DST_0201,0.41617647058823526,0.4262817492120187,23,64.54625,RELIABLE,3007134,2910,DST_0201,64.54625,RELIABLE,DST_0201,64.54625,RELIABLE,OTHER,0.25586507367178896,0.48530500925455466,LOW,NOT_RECOMMENDED
261,DST_0202,0.35,0.5008247551195951,24,62.1475,RELIABLE,1676276,1669,DST_0202,62.1475,RELIABLE,DST_0202,62.1475,RELIABLE,OTHER,0.24379609047373982,0.4840294461971103,LOW,NOT_RECOMMENDED
262,DST_0337,0.40147058823529413,0.4372178449470497,24,41.124583333333334,UNKNOWN,1307375,1759,DST_0337,41.124583333333334,UNKNOWN,DST_0337,41.124583333333334,UNKNOWN,OTHER,0.25064598962798157,0.4835588125117535,LOW,NOT_RECOMMENDED
263,DST_0219,0.2549019607843137,0.6199737058406435,24,15.862499999999999,UNKNOWN,1012065,1008,DST_0219,15.862499999999999,UNKNOWN,DST_0219,15.862499999999999,UNKNOWN,OTHER,0.24096788368559635,0.48350310266004715,LOW,NOT_RECOMMENDED
264,DST_0058,0.41617647058823526,0.41155724847390934,24,56.742916666666666,UNKNOWN,1928812,2218,DST_0058,56.742916666666666,UNKNOWN,DST_0058,56.742916666666666,UNKNOWN,OTHER,0.2534625030032875,0.4806319481299166,LOW,NOT_RECOMMENDED
265,DST_0319,0.41323529411764703,0.40217504799252385,24,40.04333333333333,UNKNOWN,826067,1007,DST_0319,40.04333333333333,UNKNOWN,DST_0319,40.04333333333333,UNKNOWN,OTHER,0.23434931357004948,0.47984728643631464,LOW,NOT_RECOMMENDED
266,DST_0093,0.41470588235294115,0.40340785276960966,24,59.01958333333334,UNKNOWN,1111812,1480,DST_0093,59.01958333333334,UNKNOWN,DST_0093,59.01958333333334,UNKNOWN,OTHER,0.2497702639917425,0.47785634272983846,LOW,NOT_RECOMMENDED
267,DST_0097,0.3730392156862745,0.45706592709722554,24,66.25458333333333,RELIABLE,2093003,2113,DST_0097,66.25458333333333,RELIABLE,DST_0097,66.25458333333333,RELIABLE,OTHER,0.25277522075660447,0.4772856773915316,LOW,NOT_RECOMMENDED
268,DST_0260,0.27598039215686276,0.5780923918846348,24,27.107916666666668,UNKNOWN,1156597,1184,DST_0260,27.107916666666668,UNKNOWN,DST_0260,27.107916666666668,UNKNOWN,OTHER,0.246966278254044,0.4771302579794016,LOW,NOT_RECOMMENDED
269,DST_0080,0.3700980392156863,0.44888283603532264,23,42.330416666666665,UNKNOWN,1064493,1462,DST_0080,42.330416666666665,UNKNOWN,DST_0080,42.330416666666665,UNKNOWN,OTHER,0.2390636275943935,0.47584038474054313,LOW,NOT_RECOMMENDED
270,DST_0175,0.24460784313725492,0.6112815422974108,24,25.50708333333333,UNKNOWN,1071831,962,DST_0175,25.50708333333333,UNKNOWN,DST_0175,25.50708333333333,UNKNOWN,OTHER,0.24161290258318807,0.4756994886992209,LOW,NOT_RECOMMENDED
271,DST_0214,0.39264705882352935,0.42192420969917643,24,47.916666666666664,UNKNOWN,1571022,1916,DST_0214,47.916666666666664,UNKNOWN,DST_0214,47.916666666666664,UNKNOWN,OTHER,0.24739459729467145,0.47488573040636567,LOW,NOT_RECOMMENDED
272,DST_0146,0.3647058823529411,0.4577121541466728,24,41.08708333333333,UNKNOWN,3797117,3303,DST_0146,41.08708333333333,UNKNOWN,DST_0146,41.08708333333333,UNKNOWN,OTHER,0.26406890717904513,0.47150311957435,LOW,NOT_RECOMMENDED
273,DST_0011,0.32745098039215687,0.5002028262447588,24,41.156666666666666,UNKNOWN,4543159,4906,DST_0011,41.156666666666666,UNKNOWN,DST_0011,41.156666666666666,UNKNOWN,OTHER,0.2756942735358797,0.4672850756549602,LOW,NOT_RECOMMENDED
274,DST_0059,0.3514705882352941,0.44066983307843466,24,40.001666666666665,UNKNOWN,1082636,1245,DST_0059,40.001666666666665,UNKNOWN,DST_0059,40.001666666666665,UNKNOWN,OTHER,0.23491808053290697,0.46541259017675307,LOW,NOT_RECOMMENDED
275,DST_0189,0.36617647058823527,0.4434434338259455,24,40.53,UNKNOWN,5913457,5724,DST_0189,40.53,UNKNOWN,DST_0189,40.53,UNKNOWN,OTHER,0.2750418104746011,0.46497625150886657,LOW,NOT_RECOMMENDED
276,DST_0121,0.3313725490196079,0.4839918310524518,24,58.03,UNKNOWN,4772006,6022,DST_0121,58.03,UNKNOWN,DST_0121,58.03,UNKNOWN,OTHER,0.2686416945243494,0.4647864490223118,LOW,NOT_RECOMMENDED
277,DST_0258,0.3784313725490196,0.40330557710978865,24,42.01416666666667,UNKNOWN,1222755,1337,DST_0258,42.01416666666667,UNKNOWN,DST_0258,42.01416666666667,UNKNOWN,OTHER,0.2434905560156065,0.4627529584323635,LOW,NOT_RECOMMENDED
278,DST_0259,0.3480392156862745,0.44311071219355247,24,43.568333333333335,UNKNOWN,1631061,1578,DST_0259,43.568333333333335,UNKNOWN,DST_0259,43.568333333333335,UNKNOWN,OTHER,0.24889873657772857,0.4619266490110212,LOW,NOT_RECOMMENDED
279,DST_0262,0.36127450980392156,0.42326457919490634,24,61.31,RELIABLE,1797485,1614,DST_0262,61.31,RELIABLE,DST_0262,61.31,RELIABLE,OTHER,0.25095450522246604,0.46052523108548876,LOW,NOT_RECOMMENDED
280,DST_0030,0.221078431372549,0.6006291583685349,24,22.2625,UNKNOWN,1177345,1189,DST_0030,22.2625,UNKNOWN,DST_0030,22.2625,UNKNOWN,OTHER,0.2485368969115548,0.45999812016432334,LOW,NOT_RECOMMENDED
281,DST_0145,0.31470588235294117,0.47871858157199254,24,47.88708333333333,UNKNOWN,3433919,3083,DST_0145,47.88708333333333,UNKNOWN,DST_0145,47.88708333333333,UNKNOWN,OTHER,0.2529295098297142,0.4585832486430781,LOW,NOT_RECOMMENDED
282,DST_0196,0.3289215686274509,0.47043721989450077,24,61.32583333333333,RELIABLE,3872846,4562,DST_0196,61.32583333333333,RELIABLE,DST_0196,61.32583333333333,RELIABLE,OTHER,0.27545635245372807,0.4575764623546825,LOW,NOT_RECOMMENDED
283,DST_0085,0.19607843137254904,0.6143200925993717,23,19.179166666666667,UNKNOWN,565223,586,DST_0085,19.179166666666667,UNKNOWN,DST_0085,19.179166666666667,UNKNOWN,OTHER,0.23438715251523656,0.45636989602437983,LOW,NOT_RECOMMENDED
284,DST_0242,0.31519607843137254,0.4736370177380604,24,52.82833333333334,UNKNOWN,2363937,3016,DST_0242,52.82833333333334,UNKNOWN,DST_0242,52.82833333333334,UNKNOWN,OTHER,0.26105514573127686,0.4554001623561834,LOW,NOT_RECOMMENDED
285,DST_0261,0.2068627450980392,0.5996723464707368,24,26.912499999999998,UNKNOWN,1388552,1227,DST_0261,26.912499999999998,UNKNOWN,DST_0261,26.912499999999998,UNKNOWN,OTHER,0.23848336833522632,0.4552768828918302,LOW,NOT_RECOMMENDED
286,DST_0226,0.22107843137254904,0.5760754188437615,24,22.57166666666667,UNKNOWN,927140,910,DST_0226,22.57166666666667,UNKNOWN,DST_0226,22.57166666666667,UNKNOWN,OTHER,0.2333106016519538,0.45444957038257283,LOW,NOT_RECOMMENDED
287,DST_0266,0.19215686274509802,0.6217106423734277,24,23.878333333333334,UNKNOWN,1458248,1472,DST_0266,23.878333333333334,UNKNOWN,DST_0266,23.878333333333334,UNKNOWN,OTHER,0.25244842875734314,0.45357962731452517,LOW,NOT_RECOMMENDED
288,DST_0096,0.3112745098039216,0.4652907253004915,24,45.64166666666667,UNKNOWN,1264277,1365,DST_0096,45.64166666666667,UNKNOWN,DST_0096,45.64166666666667,UNKNOWN,OTHER,0.2507225431953694,0.4527807746278628,LOW,NOT_RECOMMENDED
289,DST_0032,0.346078431372549,0.4175247664968301,22,56.965833333333336,UNKNOWN,1648295,1710,DST_0032,56.965833333333336,UNKNOWN,DST_0032,56.965833333333336,UNKNOWN,OTHER,0.2465495924995193,0.4525590438916337,LOW,NOT_RECOMMENDED
290,DST_0142,0.3200980392156863,0.4582369714981754,23,50.362500000000004,UNKNOWN,3260699,3065,DST_0142,50.362500000000004,UNKNOWN,DST_0142,50.362500000000004,UNKNOWN,OTHER,0.2617845445570307,0.45207014876001406,LOW,NOT_RECOMMENDED
291,DST_0215,0.30098039215686273,0.471080302818459,24,63.44875,RELIABLE,1401639,1572,DST_0215,63.44875,RELIABLE,DST_0215,63.44875,RELIABLE,OTHER,0.24192620051407504,0.45193404235423384,LOW,NOT_RECOMMENDED
292,DST_0147,0.30000000000000004,0.4758884322755315,24,51.278333333333336,UNKNOWN,3239774,3000,DST_0147,51.278333333333336,UNKNOWN,DST_0147,51.278333333333336,UNKNOWN,OTHER,0.2526553046338333,0.4510298903696694,LOW,NOT_RECOMMENDED
293,DST_0182,0.2803921568627451,0.49047977446956487,24,55.31625,UNKNOWN,652556,823,DST_0182,55.31625,UNKNOWN,DST_0182,55.31625,UNKNOWN,OTHER,0.24319209725958615,0.4492059722006658,LOW,NOT_RECOMMENDED
294,DST_0187,0.2338235294117647,0.5673917522485404,24,16.594583333333333,UNKNOWN,4850029,8157,DST_0187,16.594583333333333,UNKNOWN,DST_0187,16.594583333333333,UNKNOWN,OTHER,0.2865369419424447,0.44650031313379435,LOW,NOT_RECOMMENDED
295,DST_0232,0.19215686274509802,0.5896315960986014,24,16.665416666666665,UNKNOWN,416763,380,DST_0232,16.665416666666665,UNKNOWN,DST_0232,16.665416666666665,UNKNOWN,OTHER,0.23411432428711249,0.4460187820123821,LOW,NOT_RECOMMENDED
296,DST_0190,0.32598039215686275,0.42692564038012476,24,48.213750000000005,UNKNOWN,5095875,4932,DST_0190,48.213750000000005,UNKNOWN,DST_0190,48.213750000000005,UNKNOWN,OTHER,0.25882703466137247,0.44434974367135743,LOW,NOT_RECOMMENDED
297,DST_0054,0.33676470588235297,0.40627880645839415,24,63.69166666666666,RELIABLE,1137961,1244,DST_0054,63.69166666666666,RELIABLE,DST_0054,63.69166666666666,RELIABLE,OTHER,0.250645214050072,0.4436126570974824,LOW,NOT_RECOMMENDED
298,DST_0086,0.328921568627451,0.4130169030220791,24,41.00541666666667,UNKNOWN,1618345,1747,DST_0086,41.00541666666667,UNKNOWN,DST_0086,41.00541666666667,UNKNOWN,OTHER,0.24731136135343204,0.4431083496693943,LOW,NOT_RECOMMENDED
299,DST_0123,0.30098039215686273,0.4570740594623692,24,57.99583333333334,UNKNOWN,4440895,4733,DST_0123,57.99583333333334,UNKNOWN,DST_0123,57.99583333333334,UNKNOWN,OTHER,0.2707711494105509,0.4412628674003073,LOW,NOT_RECOMMENDED
300,DST_0198,0.27303921568627454,0.45818060962581386,24,36.348333333333336,UNKNOWN,251642,299,DST_0198,36.348333333333336,UNKNOWN,DST_0198,36.348333333333336,UNKNOWN,OTHER,0.2308709496095383,0.43705667050595076,LOW,NOT_RECOMMENDED
301,DST_0228,0.1926470588235294,0.5672528536689291,23,26.805000000000003,UNKNOWN,577758,591,DST_0228,26.805000000000003,UNKNOWN,DST_0228,26.805000000000003,UNKNOWN,OTHER,0.24963475553177158,0.4353027241483591,LOW,NOT_RECOMMENDED
302,DST_0336,0.2642156862745098,0.48481448543095085,23,60.68333333333334,RELIABLE,4112920,5823,DST_0336,60.68333333333334,RELIABLE,DST_0336,60.68333333333334,RELIABLE,OTHER,0.27489455379984273,0.4336032179643936,LOW,NOT_RECOMMENDED
303,DST_0010,0.28431372549019607,0.45291181441987044,24,36.1,UNKNOWN,4317756,5388,DST_0010,36.1,UNKNOWN,DST_0010,36.1,UNKNOWN,OTHER,0.26848524127661966,0.4327632632622189,LOW,NOT_RECOMMENDED
304,DST_0257,0.31029411764705883,0.40975482294979093,24,38.069583333333334,UNKNOWN,1110906,1199,DST_0257,38.069583333333334,UNKNOWN,DST_0257,38.069583333333334,UNKNOWN,OTHER,0.25205095035302055,0.4326363509029991,LOW,NOT_RECOMMENDED
305,DST_0227,0.14656862745098037,0.6085733580895263,24,21.364583333333332,UNKNOWN,893308,839,DST_0227,21.364583333333332,UNKNOWN,DST_0227,21.364583333333332,UNKNOWN,OTHER,0.2382318079454615,0.43131019609518306,LOW,NOT_RECOMMENDED
306,DST_0003,0.6338235294117647,0.36911897154047413,24,83.36916666666667,RELIABLE,9429408,15596,DST_0003,83.36916666666667,RELIABLE,DST_0003,83.36916666666667,RELIABLE,OTHER,0.9177204330228245,0.4308681416698952,LOW,NOT_RECOMMENDED
