district_id,numeric_id,district_name,state,population,urban_share,true_archetype,is_historical_marketing_failure_district,total_retail_universe,panel_sampled_outlets,true_panel_coverage_pct,analytical_ground_truth_description,optimal_strategic_action
DST_0244,244,Udaipur,Rajasthan,3068420,0.2,TYPE_A,False,3313,17,73.7,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0245,245,Bhilwara,Rajasthan,2408523,0.21,DEVELOPING_URBAN,False,2634,14,41.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0246,246,Alwar,Rajasthan,3674179,0.18,TYPE_A,False,3865,17,69.3,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0247,247,Sikar,Rajasthan,2677333,0.24,TYPE_C,False,3041,1,10.4,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0248,248,Bharatpur,Rajasthan,2548462,0.19,DEVELOPING_URBAN,False,2716,16,46.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0249,249,Pali,Rajasthan,2038533,0.23,DEVELOPING_URBAN,False,2287,16,55.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0250,250,Sri Ganganagar,Rajasthan,1969168,0.27,DEVELOPING_URBAN,False,2319,13,44.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0251,251,Jhunjhunu,Rajasthan,2137045,0.23,DEVELOPING_URBAN,False,2397,14,44.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0252,252,Hanumangarh,Rajasthan,1774692,0.2,DEVELOPING_URBAN,False,1916,14,57.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0253,253,Chittorgarh,Rajasthan,1544338,0.18,DEVELOPING_URBAN,False,1624,8,37.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0254,254,Tonk,Rajasthan,1421411,0.22,DEVELOPING_URBAN,False,1574,10,48.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0255,255,Nagaur,Rajasthan,3307743,0.19,DEVELOPING_URBAN,False,3526,17,65.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0256,256,Churu,Rajasthan,2039547,0.28,DEVELOPING_URBAN,False,2431,17,64.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0257,257,Bundi,Rajasthan,1110906,0.2,DEVELOPING_URBAN,False,1199,6,37.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0258,258,Baran,Rajasthan,1222755,0.21,DEVELOPING_URBAN,False,1337,7,41.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0259,259,Dausa,Rajasthan,1631061,0.12,DEVELOPING_URBAN,False,1578,8,43.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0260,260,Rajsamand,Rajasthan,1156597,0.16,RURAL_LOW_DEMAND,False,1184,4,27.1,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0261,261,Dungarpur,Rajasthan,1388552,0.06,RURAL_LOW_DEMAND,False,1227,4,26.3,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0262,262,Banswara,Rajasthan,1797485,0.07,DEVELOPING_URBAN,False,1614,13,61.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0263,263,Jalore,Rajasthan,1828730,0.08,DEVELOPING_URBAN,False,1667,10,46.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0264,264,Sirohi,Rajasthan,1036346,0.2,DEVELOPING_URBAN,False,1119,6,39.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0265,265,Sawai Madhopur,Rajasthan,1335551,0.2,DEVELOPING_URBAN,False,1442,11,60.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0266,266,Karauli,Rajasthan,1458248,0.15,RURAL_LOW_DEMAND,False,1472,4,23.8,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0267,267,Dholpur,Rajasthan,1206516,0.21,DEVELOPING_URBAN,False,1319,9,53.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0268,268,Jaisalmer,Rajasthan,669919,0.13,RURAL_LOW_DEMAND,False,657,2,27.8,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0269,269,Barmer,Rajasthan,2603751,0.07,TYPE_B,False,2338,17,56.3,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0270,270,Pratapgarh,Rajasthan,867848,0.08,RURAL_LOW_DEMAND,False,791,1,14.1,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0271,271,Visakhapatnam,Andhra Pradesh,2315000,0.85,TYPE_A,False,4606,17,71.3,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0272,272,Vijayawada,Andhra Pradesh,2218000,0.7,TYPE_D,False,3948,17,66.0,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0273,273,Guntur,Andhra Pradesh,2091000,0.65,TYPE_D,False,3575,17,73.3,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0274,274,Tirupati,Andhra Pradesh,2196000,0.45,TYPE_C,False,3140,1,17.4,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0275,275,Kakinada,Andhra Pradesh,2092000,0.4,DEVELOPING_URBAN,False,2845,14,39.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0276,276,Kurnool,Andhra Pradesh,2271000,0.38,DEVELOPING_URBAN,False,3024,15,38.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0277,277,Nellore,Andhra Pradesh,2469000,0.35,DEVELOPING_URBAN,False,3185,15,38.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0278,278,Kadapa,Andhra Pradesh,2060000,0.36,DEVELOPING_URBAN,False,2686,17,51.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0279,279,Anantapur,Andhra Pradesh,2241000,0.32,DEVELOPING_URBAN,False,2796,15,43.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0280,280,Eluru,Andhra Pradesh,2071000,0.28,DEVELOPING_URBAN,False,2468,17,53.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0281,281,Rajahmundry,Andhra Pradesh,1832000,0.38,DEVELOPING_URBAN,False,2440,17,56.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0282,282,Prakasam,Andhra Pradesh,2288000,0.22,DEVELOPING_URBAN,False,2535,13,41.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0283,283,Srikakulam,Andhra Pradesh,2191000,0.18,DEVELOPING_URBAN,False,2304,16,54.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0284,284,Vizianagaram,Andhra Pradesh,1930000,0.23,DEVELOPING_URBAN,False,2165,12,42.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0285,285,Chittoor,Andhra Pradesh,1872000,0.25,DEVELOPING_URBAN,False,2152,14,49.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0286,286,Nandyal,Andhra Pradesh,1781000,0.24,DEVELOPING_URBAN,False,2023,16,62.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0287,287,Krishna,Andhra Pradesh,1735000,0.26,DEVELOPING_URBAN,False,2019,15,60.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0288,288,Palnadu,Andhra Pradesh,2041000,0.25,DEVELOPING_URBAN,False,2347,11,37.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0289,289,Bapatla,Andhra Pradesh,1586000,0.21,DEVELOPING_URBAN,False,1735,10,47.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0290,290,West Godavari,Andhra Pradesh,1779000,0.26,DEVELOPING_URBAN,False,2070,11,43.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0291,291,Anakapalli,Andhra Pradesh,1726000,0.3,DEVELOPING_URBAN,False,2105,9,35.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0292,292,Sri Sathya Sai,Andhra Pradesh,1840000,0.22,DEVELOPING_URBAN,False,2038,15,58.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0293,293,Annamayya,Andhra Pradesh,1697000,0.2,DEVELOPING_URBAN,False,1832,13,54.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0294,294,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,1719000,0.15,DEVELOPING_URBAN,False,1736,9,42.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0295,295,Parvathipuram Manyam,Andhra Pradesh,925000,0.14,RURAL_LOW_DEMAND,False,921,3,24.4,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0296,296,Alluri Sitharama Raju,Andhra Pradesh,953000,0.08,TYPE_B,False,869,6,53.8,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0297,297,Indore,Madhya Pradesh,3276697,0.74,TYPE_D,False,6016,17,68.6,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0298,298,Bhopal,Madhya Pradesh,2371061,0.81,DEVELOPING_URBAN,False,4585,17,35.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0299,299,Jabalpur,Madhya Pradesh,2463289,0.58,TYPE_D,False,3970,17,61.5,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0300,300,Gwalior,Madhya Pradesh,2032036,0.63,DEVELOPING_URBAN,True,3417,17,61.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0301,301,Ujjain,Madhya Pradesh,1986864,0.39,TYPE_A,False,2674,17,73.1,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0302,302,Sagar,Madhya Pradesh,2378458,0.3,DEVELOPING_URBAN,False,2901,17,51.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0303,303,Dewas,Madhya Pradesh,1563715,0.29,TYPE_C,False,1885,1,16.3,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0304,304,Satna,Madhya Pradesh,2228935,0.21,DEVELOPING_URBAN,False,2438,16,52.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0305,305,Ratlam,Madhya Pradesh,1455069,0.3,DEVELOPING_URBAN,False,1775,9,39.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0306,306,Rewa,Madhya Pradesh,2365106,0.17,DEVELOPING_URBAN,False,2454,12,38.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0307,307,Singrauli,Madhya Pradesh,1178272,0.19,RURAL_LOW_DEMAND,False,1256,3,18.3,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0308,308,Katni,Madhya Pradesh,1292042,0.21,DEVELOPING_URBAN,False,1413,11,62.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0309,309,Khandwa,Madhya Pradesh,1310061,0.2,DEVELOPING_URBAN,False,1414,10,58.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0310,310,Morena,Madhya Pradesh,1965970,0.24,DEVELOPING_URBAN,True,2233,17,60.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0311,311,Bhind,Madhya Pradesh,1703005,0.25,DEVELOPING_URBAN,True,1958,15,62.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0312,312,Chhindwara,Madhya Pradesh,2090922,0.24,DEVELOPING_URBAN,False,2375,13,41.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0313,313,Guna,Madhya Pradesh,1241519,0.25,DEVELOPING_URBAN,True,1427,8,42.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0314,314,Shivpuri,Madhya Pradesh,1726050,0.17,DEVELOPING_URBAN,True,1791,9,38.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0315,315,Vidisha,Madhya Pradesh,1458875,0.23,DEVELOPING_URBAN,False,1636,12,58.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0316,316,Damoh,Madhya Pradesh,1264219,0.2,DEVELOPING_URBAN,False,1365,10,61.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0317,317,Mandsaur,Madhya Pradesh,1340411,0.21,DEVELOPING_URBAN,False,1466,9,47.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0318,318,Khargone,Madhya Pradesh,1874309,0.16,DEVELOPING_URBAN,False,1919,13,53.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0319,319,Neemuch,Madhya Pradesh,826067,0.3,DEVELOPING_URBAN,False,1007,5,39.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0320,320,Narmadapuram,Madhya Pradesh,1241350,0.31,DEVELOPING_URBAN,False,1531,12,62.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0321,321,Panna,Madhya Pradesh,1016520,0.13,TYPE_B,False,998,8,61.6,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0322,322,Sehore,Madhya Pradesh,1311332,0.19,RURAL_LOW_DEMAND,False,1397,5,27.7,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0323,323,Betul,Madhya Pradesh,1575362,0.2,DEVELOPING_URBAN,False,1701,13,59.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0324,324,Seoni,Madhya Pradesh,1379131,0.12,RURAL_LOW_DEMAND,False,1334,4,26.3,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0325,325,Datia,Madhya Pradesh,786725,0.23,DEVELOPING_URBAN,False,882,4,35.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0326,326,Dhar,Madhya Pradesh,2185793,0.19,DEVELOPING_URBAN,False,2330,17,57.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0327,327,Thiruvananthapuram,Kerala,3301427,0.54,MATURE_URBAN,False,5137,17,45.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0328,328,Ernakulam,Kerala,3282388,0.68,TYPE_C,False,5750,1,17.3,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0329,329,Kozhikode,Kerala,3086293,0.67,TYPE_A,False,5363,17,71.0,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0330,330,Thrissur,Kerala,3121200,0.67,TYPE_D,False,5424,17,77.3,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0331,331,Kollam,Kerala,2635375,0.45,MATURE_URBAN,False,3768,17,59.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0332,332,Kannur,Kerala,2523003,0.65,MATURE_URBAN,False,4314,17,43.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0333,333,Palakkad,Kerala,2809934,0.24,DEVELOPING_URBAN,False,3192,17,58.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0334,334,Alappuzha,Kerala,2127789,0.54,DEVELOPING_URBAN,False,3310,16,38.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0335,335,Kottayam,Kerala,1974551,0.29,DEVELOPING_URBAN,False,2381,17,61.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0336,336,Malappuram,Kerala,4112920,0.44,MATURE_URBAN,False,5823,17,60.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0337,337,Kasaragod,Kerala,1307375,0.39,DEVELOPING_URBAN,False,1759,9,41.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0338,338,Pathanamthitta,Kerala,1197412,0.11,RURAL_LOW_DEMAND,False,1142,4,25.4,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0339,339,Idukki,Kerala,1108974,0.05,RURAL_LOW_DEMAND,False,964,2,20.4,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0340,340,Wayanad,Kerala,817420,0.04,TYPE_B,False,699,4,47.6,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
