audit_date,month_id,district_id,district_name,state,competitor_brand,numeric_distribution_pct,weighted_distribution_pct,stocking_outlet_count,exclusive_branded_chillers_deployed,promotional_intensity_score_1_to_10,active_retail_scheme
2024/12/10,2024-12,DST_0015,Amravati,Maharashtra,PulseDrop,30.44,39.01,1146,121,2.61,Seasonal_Discount
1757170440000,2025-09,DST_0239,Jaipur,Rajasthan,Apex Energy,28.33,38.71,2868,553,3.03,None
2025/10/16,2025-10,0291,Anakapalli,Andhra Pradesh,PulseDrop,43.78,56.19,921,178,4.6,None
2024-11-17T00:00:00+05:30,2024-11,DST_0126,Ayodhya,Uttar Pradesh,BullForce,50.77,35.92,1249,107,3.56,None
21-08-2025,2025-08,DST_0132,Mirzapur,Uttar Pradesh,BullForce,46.35,42.56,1152,201,2.57,
1727969700000,2024-10,DST_0110,Shahdara,Delhi NCR,BullForce,32.39,44.03,1068,104,4.86,None
1757337120000,2025-09,0193,Nadia,West Bengal,Voltix,48.19,56.4,2967,163,4.64,None
14-07-2025,2025-07,DST_0030,Hingoli,Maharashtra,Voltix,27.94,58.0,332,50,2.88,
12-10-2025,2025-10,0170,Aravalli,Gujarat,BullForce,50.31,63.26,506,90,4.79,None
2026/08/06,2026-08,DST_0024,Dhule,Maharashtra,Torque,25.5,58.99,623,33,2.54,
2025/02/03,2025-02,DST_0313,Guna,Madhya Pradesh,PulseDrop,40.55,36.29,578,53,3.06,None
14-10-2025,2025-10,0010,Solapur,Maharashtra,Torque,30.53,54.28,1644,162,4.63,None
2025-06-14T00:00:00Z,2025-06,DST_0126,Ayodhya,Uttar Pradesh,Voltix,39.73,56.01,977,148,3.89,None
13-11-2024,2024-11,0183,Devbhumi Dwarka,Gujarat,Apex Energy,48.15,42.3,431,44,4.83,Seasonal_Discount
2025/01/12,2025-01,DST_0283,Srikakulam,Andhra Pradesh,Torque,25.14,48.62,579,47,4.71,Seasonal_Discount
2025-08-21T00:00:00+05:30,2025-08,0034,Osmanabad,Maharashtra,Torque,49.38,63.1,849,45,3.84,None
11-06-25,2025-11,DST_0071,Tiruppur,Tamil Nadu,Apex Energy,48.95,52.86,2006,366,3.65,None
07-02-26,2026-07,DST_0280,Eluru,Andhra Pradesh,PulseDrop,52.13,56.94,1286,118,4.96,None
2025-09-20T00:00:00+05:30,2025-09,DST_0323,Betul,Madhya Pradesh,Voltix,46.95,56.77,798,47,3.16,None
09-03-2026,2026-03,DST_0178,Dang,Gujarat,BullForce,13.26,14.75,28,3,1.49,None
07-04-2026,2026-04,0089,Sivaganga,Tamil Nadu,Voltix,39.34,57.98,649,87,4.79,
05-02-2025,2025-02,DST_0135,Amroha,Uttar Pradesh,Apex Energy,53.15,53.18,1124,200,5.49,None
2025-10-05T00:00:00Z,2025-10,DST_0030,Hingoli,Maharashtra,Apex Energy,49.42,58.03,587,98,4.03,None
2025/05/19,2025-05,DST_0318,Khargone,Madhya Pradesh,Apex Energy,25.57,31.83,490,72,4.13,None
2026/08/16,2026-08,DST_0173,Panchmahal,Gujarat,PulseDrop,28.3,39.07,673,48,5.47,None
09-09-2025,2025-09,DST_0042,Udupi,Karnataka,Apex Energy,34.89,46.7,489,71,3.66,None
11-14-25,2025-11,DST_0324,Seoni,Madhya Pradesh,Voltix,32.51,51.68,433,81,3.55,None
05-01-2025,2025-01,DST_0215,Khammam,Telangana,Torque,48.6,39.96,763,121,3.36,None
04-03-2025,2025-03,DST_0052,Bidar,Karnataka,BullForce,30.15,53.86,589,79,3.86,None
03-03-2025,2025-03,0274,Tirupati,Andhra Pradesh,Voltix,39.88,32.22,1252,173,3.87,Seasonal_Discount
2026-01-11T00:00:00Z,2026-01,DST_0096,Tiruvarur,Tamil Nadu,Apex Energy,32.14,41.46,438,44,4.69,Seasonal_Discount
1784531040000,2026-07,DST_0055,Kodagu,Karnataka,PulseDrop,44.38,49.46,248,44,3.64,None
19-01-2026,2026-01,DST_0105,North West Delhi,Delhi NCR,Torque,39.13,62.54,3027,212,3.96,None
2026/02/16,2026-02,DST_0181,Surendranagar,Gujarat,Voltix,45.66,56.72,955,107,3.13,None
13-05-2025,2025-05,DST_0271,Visakhapatnam Dist,Andhra Pradesh,Voltix,40.82,56.33,1880,420,4.11,Special_Kirana_Margin
07-09-2025,2025-09,DST_0027,Bhandara,Maharashtra,Voltix,37.57,44.3,480,71,4.38,None
06-18-25,2025-06,DST_0044,Tumakuru,Karnataka,Voltix,46.64,30.21,1384,247,5.17,None
12-04-2025,2025-04,DST_0168,Patan,Gujarat,Torque,48.02,49.91,705,74,5.44,Seasonal_Discount
05-04-2025,2025-04,DST_0240,Jodhpur,Rajasthan,BullForce,39.56,40.7,1860,347,4.78,Seasonal_Discount
12-03-2025,2025-03,DST_0124,Jhansi,Uttar Pradesh,Apex Energy,27.29,42.19,756,83,2.8,None
2026-02-19T00:00:00+05:30,2026-02,0186,South 24 Parganas,West Bengal,Voltix,44.12,59.94,4191,262,3.0,Seasonal_Discount
2024-10-13T00:00:00Z,2024-10,0164,Porbandar,Gujarat,Apex Energy,54.11,49.73,470,26,3.85,None
05-11-26,2026-05,DST_0259,Dausa,Rajasthan,PulseDrop,33.1,51.9,522,84,3.79,Seasonal_Discount
2024-12-09T00:00:00Z,2024-12,DST_0199,Alipurduar,West Bengal,BullForce,48.54,50.84,761,43,3.58,Seasonal_Discount
2025/10/15,2025-10,DST_0068,Tiruchirappalli,Tamil Nadu,PulseDrop,56.94,45.33,2303,335,3.52,Discount_10pct
2026/03/06,2026-03,DST_0330,Thrissur,Kerala,BullForce,28.3,44.64,1535,180,3.07,Seasonal_Discount
15-10-2024,2024-10,DST_0010,Solapur,Maharashtra,BullForce,26.63,50.35,1434,237,3.59,None
1760421060000,2025-10,DST_0190,Purba Medinipur,West Bengal,BullForce,44.18,49.35,2178,220,3.2,None
2026/02/13,2026-02,DST_0223,Nirmal,Telangana,Apex Energy,26.29,47.79,204,15,4.0,Seasonal_Discount
11-10-2025,2025-10,DST_0216,Nalgonda,Telangana,PulseDrop,52.56,33.69,835,101,4.17,None
13-09-2025,2025-09,DST_0331,Kollam,Kerala,Apex Energy,38.39,58.66,1446,104,3.34,None
1731662100000,2024-11,DST_0218,Suryapet,Telangana,BullForce,36.97,40.41,410,29,3.68,Seasonal_Discount
20-05-2026,2026-05,DST_0259,Dausa,Rajasthan,BullForce,36.62,48.79,577,91,5.01,None
1785837120000,2026-08,DST_0302,Sagar,Madhya Pradesh,BullForce,51.35,34.11,1489,163,2.9,Seasonal_Discount
2025/06/10,2025-06,0129,Budaun,Uttar Pradesh,Torque,16.9,23.82,645,1,2.37,None
09-13-24,2024-09,DST_0290,West Godavari,Andhra Pradesh,Torque,50.77,55.66,1050,118,4.76,None
08-03-2026,2026-03,DST_0032,Nandurbar,Maharashtra,Torque,43.04,40.13,735,75,2.52,None
20-10-2024,2024-10,DST_0293,Annamayya,Andhra Pradesh,Torque,38.57,30.51,706,94,3.25,None
2025/02/05,2025-02,DST_0265,Sawai Madhopur,Rajasthan,Apex Energy,27.13,53.33,391,41,2.76,None
20-01-2025,2025-01,DST_0334,Alappuzha,Kerala,Apex Energy,32.24,46.18,1067,195,4.73,None
2026/04/20,2026-04,DST_0099,Kallakurichi,Tamil Nadu,BullForce,30.03,49.01,403,29,3.76,None
1765088820000,2025-12,DST_0322,Sehore,Madhya Pradesh,BullForce,41.35,52.52,577,38,4.67,None
2026-07-18T00:00:00+05:30,2026-07,DST_0141,Jaunpur,Uttar Pradesh,PulseDrop,53.92,49.45,2209,188,4.22,None
2026/03/15,2026-03,0296,Alluri Sitharama Raju,Andhra Pradesh,Voltix,10.57,12.41,91,1,2.49,None
2026/08/11,2026-08,DST_0098,Virudhunagar,Tamil Nadu,Voltix,43.45,58.2,1277,124,2.87,Seasonal_Discount
03-12-25,2025-03,DST_0264,Sirohi,Rajasthan,Torque,38.81,34.74,434,56,3.44,None
08-05-2025,2025-05,DST_0017,Raigad,Maharashtra,PulseDrop,49.62,36.16,1722,249,3.79,None
09-11-25,2025-09,DST_0336,Malappuram,Kerala,Voltix,40.85,31.3,2378,386,3.01,Seasonal_Discount
03-07-25,2025-03,DST_0018,Ratnagiri,Maharashtra,PulseDrop,53.92,43.39,891,119,5.28,None
2025/09/09,2025-09,0218,Suryapet,Telangana,Torque,30.52,40.97,338,65,5.32,Seasonal_Discount
2025/01/19,2025-01,DST_0019,Sindhudurg,Maharashtra,Apex Energy,47.64,40.45,397,74,2.83,
1734323340000,2024-12,DST_0221,Kamareddy,Telangana,PulseDrop,50.93,34.93,486,24,4.8,None
05-10-25,2025-05,DST_0306,Rewa,Madhya Pradesh,Torque,39.48,48.8,968,120,4.93,None
2024/12/05,2024-12,0122,Saharanpur,Uttar Pradesh,Torque,34.11,36.09,1442,158,3.1,None
15-04-2026,2026-04,DST_0298,Bhopal,Madhya Pradesh,BullForce,48.64,42.78,2230,384,3.82,None
2026/08/06,2026-08,0315,Vidisha,Madhya Pradesh,BullForce,43.42,34.34,710,66,4.25,None
15-02-2025,2025-02,DST_0049,Mandya,Karnataka,Torque,43.52,41.41,815,67,3.73,None
2025/08/07,2025-08,0063,Gadag,Karnataka,Torque,33.87,32.83,470,74,2.7,None
01-14-26,2026-01,DST_0148,Lakhimpur Kheri,Uttar Pradesh,Torque,27.47,57.2,1053,156,4.31,None
21-08-2026,2026-08,DST_0238,Narayanpet,Telangana,BullForce,25.88,39.58,141,18,2.53,None
1763453580000,2025-11,DST_0027,Bhandara,Maharashtra,Voltix,27.95,50.52,357,22,3.25,Seasonal_Discount
20-01-2025,2025-01,DST_0137,Fatehpur,Uttar Pradesh,PulseDrop,27.92,44.87,711,104,2.95,None
09-15-25,2025-09,DST_0116,Meerut,Uttar Pradesh,Apex Energy,92.26,91.37,4809,2804,8.69,Active_BOGO_Scheme
02-06-2026,2026-06,DST_0103,North Delhi,Delhi NCR,PulseDrop,32.66,61.23,637,71,2.86,None
2026-08-18T00:00:00Z,2026-08,DST_0009,Kolhapur,Maharashtra,BullForce,25.57,52.58,1237,97,5.16,None
2026/03/21,2026-03,DST_0062,Chamarajanagar,Karnataka,Torque,21.84,21.53,231,3,2.03,None
10-09-24,2024-10,DST_0192,Paschim Bardhaman,West Bengal,Voltix,51.29,47.36,2837,388,5.73,None
2024/12/03,2024-12,DST_0337,Kasaragod,Kerala,Torque,43.58,33.05,766,41,5.03,None
08-03-25,2025-08,0088,Ranipet,Tamil Nadu,Voltix,37.78,42.75,634,99,5.02,None
02-12-2025,2025-12,0030,Hingoli,Maharashtra,PulseDrop,25.72,35.14,305,15,3.61,None
08-12-25,2025-08,DST_0036,Bangalore (Urban),Karnataka,Voltix,83.95,86.24,15530,5931,6.67,Bundle_Pack
09-08-24,2024-09,DST_0057,Koppal,Karnataka,Torque,37.67,52.84,543,61,4.1,None
08-05-2026,2026-05,0314,Shivpuri,Madhya Pradesh,PulseDrop,28.29,40.21,506,72,3.68,Seasonal_Discount
17-08-2026,2026-08,DST_0249,Pali,Rajasthan,Voltix,47.5,47.12,1086,163,5.47,Seasonal_Discount
04-03-2025,2025-03,DST_0323,Betul,Madhya Pradesh,Torque,36.82,52.32,626,96,5.17,None
11-14-25,2025-11,DST_0018,Ratnagiri,Maharashtra,Voltix,32.37,48.12,535,29,2.63,None
2025/12/14,2025-12,DST_0036,Bengaluru Urban,Karnataka,Apex Energy,84.24,79.88,15583,6223,6.51,Bundle_Pack
1772422380000,2026-03,DST_0287,Krishna,Andhra Pradesh,Torque,47.99,57.91,968,138,3.84,None
2026-01-02T00:00:00+05:30,2026-01,0274,Tirupathi,Andhra Pradesh,PulseDrop,33.01,57.81,1036,135,2.97,
2026/08/12,2026-08,DST_0306,Rewa,Madhya Pradesh,BullForce,35.67,48.63,875,126,3.31,None
14-05-2026,2026-05,DST_0255,Nagaur,Rajasthan,Torque,53.22,42.51,1876,305,2.56,None
13-11-2024,2024-11,DST_0298,Bhopal,Madhya Pradesh,PulseDrop,45.46,33.2,2084,141,3.39,None
20-09-2025,2025-09,DST_0143,Basti,Uttar Pradesh,Voltix,40.07,45.08,872,101,4.77,
08-18-26,2026-08,DST_0242,Bikaner,Rajasthan,Torque,47.23,59.8,1424,73,3.86,None
21-10-2024,2024-10,DST_0179,Gir Somnath,Gujarat,BullForce,49.87,48.06,723,131,3.17,None
2025/09/09,2025-09,DST_0135,Amroha,Uttar Pradesh,PulseDrop,29.13,53.97,616,106,4.28,Seasonal_Discount
15-08-2026,2026-08,0025,Jalna,Maharashtra,Voltix,34.74,37.85,725,140,3.46,Seasonal_Discount
09-09-2025,2025-09,0036,Bengaluru Urban,Karnataka,PulseDrop,87.62,88.17,16209,7439,7.42,Bundle_Pack
05-03-2025,2025-03,DST_0086,Pudukkottai,Tamil Nadu,Voltix,38.39,36.81,670,90,3.26,None
2024/09/07,2024-09,DST_0051,Bagalkote,Karnataka,PulseDrop,25.93,44.11,611,102,4.33,None
08-02-2026,2026-02,0020,Chandrapur,Maharashtra,Apex Energy,47.53,43.44,1351,115,4.43,Seasonal_Discount
20-09-2025,2025-09,DST_0339,Idukki,Kerala,Apex Energy,36.85,53.6,355,65,3.5,Seasonal_Discount
17-12-2025,2025-12,DST_0028,Gondia,Maharashtra,Apex Energy,25.88,32.03,355,28,2.7,None
12-05-2026,2026-05,DST_0311,Bhind,Madhya Pradesh,Apex Energy,29.41,43.34,575,56,3.14,None
2026/07/03,2026-07,0267,Dholpur,Rajasthan,Voltix,40.86,49.53,538,100,3.91,None
04-04-2025,2025-04,DST_0011,Ahmednagar,Maharashtra,PulseDrop,30.41,51.53,1491,229,3.42,Seasonal_Discount
2026/07/02,2026-07,DST_0188,Hooghly,West Bengal,BullForce,54.74,53.49,4066,547,5.04,None
20-09-2024,2024-09,0216,Nalgonda,Telangana,BullForce,42.11,42.42,669,68,5.13,Seasonal_Discount
06-12-2025,2025-12,DST_0116,Meerut,Uttar Pradesh,Torque,49.11,51.35,2560,146,5.35,Seasonal_Discount
2026-04-13T00:00:00Z,2026-04,DST_0127,Muzaffarnagar,Uttar Pradesh,PulseDrop,31.2,43.54,1559,152,5.41,Seasonal_Discount
11-04-2025,2025-04,DST_0216,Nalgonda,Telangana,PulseDrop,32.22,54.06,512,56,3.37,Seasonal_Discount
06-04-2026,2026-04,DST_0079,Dharmapuri,Tamil Nadu,Voltix,12.11,16.88,189,2,2.33,None
07-09-2024,2024-09,0074,Thanjavur,Tamil Nadu,PulseDrop,32.38,31.01,1004,134,3.46,None
1737023880000,2025-01,DST_0250,Sri Ganganagar,Rajasthan,PulseDrop,26.0,33.67,602,63,2.64,None
09-12-2024,2024-12,DST_0071,Tiruppur,Tamil Nadu,Voltix,43.39,60.49,1779,229,2.71,None
11-10-2024,2024-10,0007,Nashik,Maharashtra,Apex Energy,50.21,47.74,4298,1036,5.44,Discount_10pct
03-08-2026,2026-08,DST_0298,Bhopal,Madhya Pradesh,BullForce,39.7,61.18,1820,167,5.39,None
14-11-2024,2024-11,0147,Ballia,Uttar Pradesh,Torque,31.92,59.75,957,105,2.6,None
2024-12-19T00:00:00Z,2024-12,DST_0033,Beed,Maharashtra,PulseDrop,31.36,40.11,875,75,2.71,
2025-05-10T00:00:00+05:30,2025-05,DST_0295,Parvathipuram Manyam,Andhra Pradesh,Voltix,44.78,55.8,412,73,5.39,Seasonal_Discount
2024-11-16T00:00:00+05:30,2024-11,DST_0243,Ajmer,Rajasthan,Apex Energy,87.17,87.9,3061,1738,8.56,Active_BOGO_Scheme
2026-03-08T00:00:00+05:30,2026-03,DST_0164,Porbandar,Gujarat,Apex Energy,44.34,60.66,385,55,4.35,None
2026/05/17,2026-05,DST_0167,Banaskantha,Gujarat,PulseDrop,51.32,36.32,1572,145,2.91,Seasonal_Discount
1786629840000,2026-08,DST_0077,CHENGALPATTU,Tamil Nadu,Torque,26.68,36.65,1194,146,4.61,None
2026/08/12,2026-08,DST_0092,Thoothukudi,Tamil Nadu,Voltix,45.55,38.68,1195,78,4.64,None
09-07-2025,2025-07,DST_0182,Botad,Gujarat,Apex Energy,53.88,44.18,443,69,4.94,None
2025/11/04,2025-11,DST_0257,Bundi,Rajasthan,Torque,43.29,30.59,519,60,2.52,None
17-06-2026,2026-06,DST_0213,Karimnagar,Telangana,Torque,25.88,35.93,321,21,2.54,None
09-16-25,2025-09,DST_0127,Muzaffarnagar,Uttar Pradesh,BullForce,42.68,47.12,2132,326,3.53,None
15-09-2025,2025-09,DST_0159,Anand,Gujarat,PulseDrop,31.11,30.41,794,130,4.85,None
16-12-2024,2024-12,DST_0217,Mahabubnagar,Telangana,Torque,13.23,26.83,215,5,2.23,None
12-08-2025,2025-08,DST_0168,Patan,Gujarat,PulseDrop,50.68,31.27,744,41,5.4,None
02-03-2025,2025-03,0027,Bhandara,Maharashtra,PulseDrop,29.42,38.26,376,66,3.21,None
02-06-25,2025-02,DST_0176,Narmada,Gujarat,Apex Energy,36.68,38.66,203,31,4.37,Seasonal_Discount
02-12-26,2026-02,DST_0309,Khandwa,Madhya Pradesh,Voltix,45.58,43.13,644,40,3.0,None
09-21-24,2024-09,0286,Nandyal,Andhra Pradesh,PulseDrop,42.92,39.58,868,104,4.21,None
2025/05/17,2025-05,DST_0328,Ernakulam,Kerala,BullForce,30.79,46.35,1770,100,3.26,Seasonal_Discount
05-08-25,2025-05,0206,Jhargram,West Bengal,BullForce,32.24,55.66,339,49,3.51,None
1726901460000,2024-09,DST_0244,Udaipur,Rajasthan,Apex Energy,44.07,50.32,1460,298,3.56,None
2025/02/03,2025-02,DST_0161,Morbi,Gujarat,Apex Energy,45.12,60.43,570,80,3.19,None
2026/01/02,2026-01,0109,West Delhi,Delhi NCR,Voltix,30.66,44.44,1715,258,3.89,None
09-08-2026,2026-08,DST_0047,Davanagere,Karnataka,BullForce,51.7,33.28,1254,179,4.93,None
2026-03-09T00:00:00+05:30,2026-03,DST_0192,Paschim Bardhaman (Durgapur),West Bengal,PulseDrop,41.11,62.66,2274,290,5.47,None
09-10-25,2025-09,DST_0100,Central Delhi,Delhi NCR,Apex Energy,78.21,91.48,1001,381,7.79,Discount_15pct
08-11-2024,2024-11,DST_0307,Singrauli,Madhya Pradesh,Voltix,38.57,53.92,484,68,3.37,None
02-03-2025,2025-03,DST_0174,Dahod,Gujarat,Voltix,15.26,14.54,300,1,1.77,None
10-17-24,2024-10,DST_0247,Sikar,Rajasthan,PulseDrop,40.38,53.14,1227,220,2.84,None
2026/01/04,2026-01,DST_0256,Churu,Rajasthan,PulseDrop,45.41,35.81,1103,186,4.14,None
02-02-2025,2025-02,DST_0236,Mahabubabad,Telangana,Apex Energy,50.45,58.02,367,44,2.95,None
18-11-2025,2025-11,DST_0008,Aurangabad,Maharashtra,Apex Energy,47.93,61.52,2511,607,4.61,None
2025-06-13T00:00:00+05:30,2025-06,0178,Dang,Gujarat,Apex Energy,17.91,22.0,38,1,2.5,None
08-05-2026,2026-05,DST_0232,Jayashankar Bhupalpally,Telangana,PulseDrop,51.55,50.53,195,25,3.76,Seasonal_Discount
2025-02-02T00:00:00Z,2025-02,DST_0165,Mehsana,Gujarat,Apex Energy,39.97,53.47,935,185,4.04,None
09-10-2025,2025-10,0053,Chitradurga,Karnataka,PulseDrop,38.37,34.7,687,60,3.06,None
14-11-2025,2025-11,DST_0208,Medchal-Malkajgiri,Telangana,PulseDrop,39.32,36.53,1989,256,4.39,None
2026/02/14,2026-02,DST_0332,Kannur,Kerala,Voltix,48.72,53.59,2101,267,5.47,None
09-05-25,2025-09,DST_0066,Coimbatore,Tamil Nadu,BullForce,28.98,51.58,1867,323,2.69,Seasonal_Discount
1768053060000,2026-01,0187,HOWRAH,West Bengal,Apex Energy,46.03,33.01,3755,223,4.98,Seasonal_Discount
21-04-2025,2025-04,DST_0094,Tiruvallur,Tamil Nadu,Apex Energy,30.8,39.18,1963,228,4.59,None
11-01-2026,2026-01,DST_0150,Ghazipur,Uttar Pradesh,Voltix,46.22,52.11,1525,242,5.11,Seasonal_Discount
2025-11-05T00:00:00+05:30,2025-11,DST_0299,Jabalpur,Madhya Pradesh,PulseDrop,48.97,30.88,1944,237,3.43,None
11-02-2025,2025-02,0044,Tumakuru,Karnataka,Torque,27.41,50.62,813,135,4.29,None
2026/03/13,2026-03,DST_0202,Dakshin Dinajpur,West Bengal,Torque,47.41,49.89,791,92,2.95,None
21-02-2026,2026-02,0003,Pune,Maharashtra,Apex Energy,87.27,88.95,13610,4299,7.91,Discount_15pct
2025/05/09,2025-05,DST_0234,Mulugu,Telangana,Voltix,42.85,42.45,94,16,3.27,None
04-02-2025,2025-02,DST_0046,Kalaburagi,Karnataka,Torque,34.04,31.66,1102,202,5.0,None
2025/08/16,2025-08,DST_0274,Tirupati,Andhra Pradesh,Voltix,37.85,63.44,1188,136,3.81,None
2024-09-12T00:00:00+05:30,2024-09,0111,Lucknow,Uttar Pradesh,BullForce,26.43,31.94,2091,301,5.49,None
2025-07-13T00:00:00+05:30,2025-07,DST_0007,Nashik,Maharashtra,Torque,42.13,69.37,3606,393,5.22,None
21-10-2024,2024-10,DST_0194,Murshidabad,West Bengal,PulseDrop,50.81,51.45,3898,636,4.03,None
21-05-2025,2025-05,DST_0116,Meerut,Uttar Pradesh,Voltix,88.26,92.53,4601,2590,8.35,Active_BOGO_Scheme
02-10-26,2026-02,DST_0222,Mancherial,Telangana,Voltix,32.38,62.58,369,18,3.3,None
2025/02/04,2025-02,DST_0102,New Delhi,Delhi NCR,PulseDrop,39.79,48.74,124,8,4.14,Seasonal_Discount
06-10-2025,2025-10,0108,South West Delhi,Delhi NCR,Voltix,37.16,56.9,1802,226,5.21,Seasonal_Discount
1741772940000,2025-03,DST_0079,Dharmapuri,Tamil Nadu,Apex Energy,13.02,19.0,203,4,1.19,None
02-09-2024,2024-09,0007,Nashik,Maharashtra,Apex Energy,51.61,50.56,4418,691,3.6,Discount_10pct
2024/09/07,2024-09,DST_0262,Banswara,Rajasthan,BullForce,41.23,35.5,665,110,4.27,
13-02-2025,2025-02,DST_0186,South 24 Parganas,West Bengal,Apex Energy,38.28,58.66,3636,223,4.02,None
2026-08-13T00:00:00Z,2026-08,0318,Khargone,Madhya Pradesh,Apex Energy,48.16,40.73,924,147,4.47,None
09-08-25,2025-09,DST_0134,Sambhal,Uttar Pradesh,BullForce,49.81,34.54,1148,68,3.82,None
12-07-2025,2025-07,0239,Jaipur,Rajasthan,Torque,43.42,37.96,4396,599,3.1,None
2025/12/11,2025-12,DST_0108,South West Delhi,Delhi NCR,BullForce,30.19,37.44,1464,217,3.21,None
1754400540000,2025-08,DST_0109,West Delhi,Delhi NCR,BullForce,43.01,52.61,2406,233,5.47,Seasonal_Discount
21-12-2025,2025-12,DST_0305,Ratlam,Madhya Pradesh,Torque,37.48,60.51,665,114,4.38,None
07-01-2025,2025-01,DST_0190,Purba Medinipur,West Bengal,Apex Energy,34.87,41.29,1719,231,4.58,None
1775536080000,2026-04,DST_0094,Tiruvallur,Tamil Nadu,PulseDrop,26.96,46.21,1718,335,4.15,None
11-04-2026,2026-04,0246,Alwar,Rajasthan,Apex Energy,50.49,52.29,1951,437,5.12,Discount_10pct
13-02-2026,2026-02,DST_0267,Dholpur,Rajasthan,PulseDrop,52.28,50.14,689,117,4.03,None
2025/10/06,2025-10,DST_0268,Jaisalmer,Rajasthan,Torque,25.77,49.6,169,31,2.71,
13-12-2024,2024-12,DST_0092,Thoothukudi,Tamil Nadu,Voltix,27.68,34.67,726,129,3.39,None
20-12-2025,2025-12,DST_0217,Mahabubnagar,Telangana,BullForce,10.29,29.64,167,0,1.98,None
10-07-25,2025-10,DST_0104,North East Delhi,Delhi NCR,BullForce,50.95,60.84,2512,398,2.74,Seasonal_Discount
20-08-2025,2025-08,DST_0289,Bapatla,Andhra Pradesh,Torque,53.22,31.64,923,136,2.89,None
19-07-2026,2026-07,DST_0168,Patan,Gujarat,PulseDrop,42.63,64.57,626,97,4.09,None
21-06-2025,2025-06,DST_0267,Dholpur,Rajasthan,Apex Energy,46.12,48.85,608,65,4.43,None
10-11-2025,2025-11,DST_0270,Pratapgarh,Rajasthan,Torque,52.48,52.09,415,35,5.05,None
07-08-2025,2025-08,DST_0232,Jayashankar Bhupalpally,Telangana,Torque,53.89,58.33,204,32,4.7,Seasonal_Discount
13-06-2025,2025-06,DST_0031,Gadchiroli,Maharashtra,Apex Energy,26.43,46.38,270,25,3.61,None
02-07-2026,2026-07,DST_0014,Jalgaon,Maharashtra,PulseDrop,36.67,44.42,1935,289,4.46,None
10-11-2025,2025-11,0127,Muzaffarnagar,Uttar Pradesh,BullForce,51.51,59.67,2574,348,3.36,Seasonal_Discount
15-08-2026,2026-08,DST_0097,Villupuram,Tamil Nadu,PulseDrop,51.63,48.58,1090,70,5.35,None
2025/09/17,2025-09,0118,Gautam Buddha Nagar,Uttar Pradesh,Voltix,49.79,31.9,1334,158,5.42,Seasonal_Discount
1736081460000,2025-01,DST_0047,Davanagere,Karnataka,PulseDrop,47.22,34.25,1146,191,4.32,Seasonal_Discount
2025/03/10,2025-03,DST_0097,Villupuram,Tamil Nadu,BullForce,43.2,47.49,912,167,4.29,
05-03-25,2025-05,DST_0115,Agra,Uttar Pradesh,BullForce,48.87,39.36,3118,184,3.22,Seasonal_Discount
12-05-2026,2026-05,0334,Alappuzha,Kerala,Torque,37.9,51.35,1254,154,3.56,None
13-08-2025,2025-08,0265,Sawai Madhopur,Rajasthan,Torque,27.33,43.78,394,66,3.23,Seasonal_Discount
04-12-2024,2024-12,DST_0124,Jhansi,Uttar Pradesh,PulseDrop,47.66,58.0,1322,118,3.65,Seasonal_Discount
05-05-25,2025-05,DST_0001,Mumbai Suburban,Maharashtra,Apex Energy,73.8,91.26,13653,6465,7.86,None
2026/04/06,2026-04,DST_0167,Banaskantha,Gujarat,BullForce,32.1,50.48,983,150,4.0,None
09-06-2025,2025-06,0207,Hyderabad,Telangana,PulseDrop,77.48,86.18,6721,3026,6.43,Discount_15pct
04-02-2025,2025-02,0228,Wanaparthy,Telangana,Voltix,42.42,51.63,250,29,4.23,Seasonal_Discount
07-07-26,2026-07,DST_0334,Alappuzha,Kerala,Voltix,25.01,60.97,827,153,3.12,Seasonal_Discount
2025/09/18,2025-09,0156,Jamnagar,Gujarat,Voltix,39.14,54.69,1208,126,4.95,None
11-05-25,2025-11,0296,Alluri Sitharama Raju,Andhra Pradesh,Apex Energy,23.07,29.58,200,4,2.19,None
09-12-2024,2024-12,DST_0075,Dindigul,Tamil Nadu,PulseDrop,32.19,49.7,916,114,4.42,None
04-03-25,2025-04,0278,Kadapa,Andhra Pradesh,Voltix,37.84,50.36,1016,61,4.57,Seasonal_Discount
12-09-2025,2025-09,DST_0305,Ratlam,Madhya Pradesh,BullForce,26.51,32.42,470,78,3.51,Seasonal_Discount
2026/02/13,2026-02,DST_0151,Ahmedabad,Gujarat,Torque,83.22,82.57,11862,4198,7.59,None
2025-03-02T00:00:00+05:30,2025-03,DST_0331,Kollam,Kerala,BullForce,39.95,64.78,1505,267,5.18,
2026/07/13,2026-07,0340,Wayanad,Kerala,PulseDrop,24.66,13.57,172,1,1.71,None
2024-09-02T00:00:00+05:30,2024-09,DST_0031,Gadchiroli,Maharashtra,BullForce,36.98,36.55,378,61,3.22,None
2024-09-10T00:00:00+05:30,2024-09,DST_0279,Anantapur,Andhra Pradesh,PulseDrop,30.58,38.15,855,164,4.67,Seasonal_Discount
1740920940000,2025-03,DST_0142,Barabanki,Uttar Pradesh,Torque,35.21,37.72,1079,104,2.84,None
04-10-2025,2025-10,DST_0045,Ballari,Karnataka,Voltix,51.12,43.47,1652,156,3.66,Seasonal_Discount
